IV_D_h1,IV_D_h2,IV_D_h3,IV_D_h6,IV_D_h9,IV_D_h12,date
0.00191286964590426,0.00437737548433738,0.00715788518959988,0.0149606373329498,0.0213383443375273,0.02753265608327,06-Mar-2000
0.00276869716845816,0.00563482241064365,0.0084431421982482,0.0162017811667979,0.0239969037281854,0.0317988460810303,07-Mar-2000
0.00248243514462645,0.00532916138046696,0.00824060085790359,0.0164346022333989,0.02297088115959,0.02933681733792,08-Mar-2000
0.00209841036443885,0.0045677626008888,0.00715891045879767,0.0157822353818617,0.0231983187240137,0.030497445578997,09-Mar-2000
0.00186901568617327,0.00441389207620461,0.00726081959483651,0.0152946827729459,0.0232806090262681,0.0312654933360335,10-Mar-2000
0.00239634182180423,0.00512973584239438,0.00774075704635092,0.014951142491766,0.0213766394140887,0.0277717350646949,13-Mar-2000
0.00266343026889765,0.0056083290481863,0.00857261251237529,0.0166794724232442,0.0240736340918995,0.0314484181535013,14-Mar-2000
0.00238731548468529,0.00494962688451908,0.00761020591582749,0.015246970522937,0.0212741953322799,0.027274647781338,15-Mar-2000
0.00167234725124435,0.00391087117975024,0.00610869753197175,0.0137371615731602,0.0204453948834292,0.0271485101466687,16-Mar-2000
0.00222222174854045,0.00439305671954875,0.00670503915154212,0.0138955654893484,0.0213196068193521,0.0287436481493557,17-Mar-2000
0.00230804772552457,0.00458632963695837,0.00715134676677461,0.0142255863333935,0.0209890237635001,0.0271444700664246,20-Mar-2000
0.00206442327642611,0.004184227036684,0.00634278137878433,0.0137106144488367,0.0204752160073758,0.0268111054712171,21-Mar-2000
0.00206589725339594,0.00440191474661914,0.00671202383017889,0.0143417304209073,0.0212894908869212,0.028988487614316,22-Mar-2000
0.00217651970773951,0.00492436996592871,0.007395111487155,0.0150596489889397,0.0226216145355309,0.0299485149693816,23-Mar-2000
0.00219417803752187,0.00500072524109881,0.00775562423748509,0.0160644109609369,0.024323211557261,0.0294980246531039,24-Mar-2000
0.00254687241115868,0.00554958438084387,0.00862705677802976,0.0171009738500285,0.0248533150619589,0.031409750775936,27-Mar-2000
0.00263960380380664,0.00551207174083871,0.00828936128214972,0.0168103986349841,0.0245827065322196,0.0308615587312656,28-Mar-2000
0.00250731907849305,0.00517013349303509,0.00771374372702641,0.015679136231492,0.02365423894788,0.0304956054594088,29-Mar-2000
0.00272176540015901,0.00534905410992046,0.00789697937776671,0.0162688768920138,0.0239417014063168,0.030283167451326,30-Mar-2000
0.00259355725530697,0.00523022348176748,0.00777669371154021,0.0160118496879486,0.0233901192064947,0.030319366102136,31-Mar-2000
0.00242704276060354,0.0048817584710271,0.00748732866351863,0.0156540866818087,0.0230900073714574,0.0304815269229589,03-Apr-2000
